,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2022-02-11 00:00:00,-0.019718647776064024,-0.020218702893450846,-0.02427398195090924,-0.03591110674363196,-0.04925102969626416,-0.031290535631728456,-0.032268455619245184,-0.037356969346474034,-0.07260678932584241,-0.0022197637690472005,-0.013016888313742592,-0.01009330464062308,-0.01764882463534767,-0.013517824767066644,-0.005598886880428533,-0.003989479438496479,-0.023037626893019802,-0.012340139477282408,0.003557276645987484,0.02517901799310085,-0.017678743252722118,-0.01767812136271696,-0.03033692537940491,-0.04252351068673188,0.020361661837975165,0.0012471681701318182,-0.024109116272472364,-0.017758273644370548,-0.00490517104295396,-0.026574020365063067,-0.03682278253286064,-0.01776770232425917,-0.03858180148984236,-0.016991995095290258,-0.04488447813041241,-0.02517402337964747,-0.012531671476714745,0.0052790088992560324,-0.031339235697721346,-0.005511428258234141,-0.054173683453164645,0.0010449675449977214,-0.01627437888020622,-0.006657063502429672,-0.004948396792936016,-0.03203982821536333,-0.03380589326468997,-0.006552362739002504,-0.04571787038447017,-0.03668111534434493,-0.006494252592826877,-0.10010333683653394,-0.013670909564786227,0.027505336969816607,-0.03904379056912066,-0.032581105536073296,-0.024824018580968055,-0.027888787787857083,-0.018020667833778536,0.005563015314229869,-0.052085718432042794,-0.02565672506201966,-0.04027991291695565,-0.010254524533508835,0.002209120522710162,-0.0051851538161411526,-0.020266030234926014,-0.002709641326620993,-0.007324784335108081,-0.029485700334821452,-0.009011603979982574,-0.006216324870916501,-0.016577413765947346,-0.02313311035217125,-0.014282866230306612,-0.01983999725748309,-0.031898481602017914,0.022635413652852154,-0.010662006831032134,-0.018924689261785588,-0.00122090864592872,-0.013843024499486933,-0.022171621798798058,-0.0012519056821692631,-0.043803116186253654,-0.037426048529033085,-0.029314055531560967,-0.008514189090124136,-0.0025078228846292516,-0.05863467935833533,-0.01552480562076175,-0.001048277562545219,0.0037863640088871,-0.0480611053889598,0.004531378007573528,0.027916968688617594,-0.014837178604171442,-0.02999599854344215,-0.01609419638051912,-0.027463324496577513
2022-02-14 00:00:00,-0.0032692749767833096,0.0014234452603312242,-0.00013566547337928725,0.012221683270054351,0.01832566437213501,0.009260326137473296,0.008722866818408948,-0.008426354260079427,0.013278187525520568,-0.01522847542165584,-0.00929062024962335,-0.012581095348330185,-0.0078011450795921755,0.0036255635137314446,0.0028793857748483642,0.002892892802601965,-0.010434079092271564,0.01187234112942881,-0.019298943763151555,-0.015334562056486867,0.009232633250527922,-0.013357980583695084,0.00899892152722881,8.441155520144683e-05,-0.015416760171158228,-0.011151927323177935,-0.009006133480921052,0.006468707198011847,0.006971370519778697,-0.004619863266902224,0.01344205309969726,-0.021595275993127605,-0.00926536312688997,-0.006102091557360301,-0.007215007426825015,-0.001049831121293865,-0.007888864469463797,-0.0009377473164083883,-0.010148305660978907,-0.010197373469690518,0.002976222881034385,-0.0022183040610216365,-0.0002982318054248756,-0.00693689375567641,-0.0033152576307153847,0.01005840059662133,-0.004254372299810405,0.00017702286796317246,-0.004139400574120211,-0.011739686288483764,-0.0005334666697164314,0.00963064441554673,0.015660997417180633,0.011856259664467128,-0.012616328230323437,0.0023419361971328545,-0.0016043454043455085,-0.01912602790869289,-0.0066027043661501805,-0.001046616772803377,-0.004755113920718257,-0.010031475344906116,-0.01537434065320542,-0.011895571708858133,-0.017844029324184718,-0.010275429602756958,-0.007767511725990328,-0.00879504073720927,-0.015767020206994276,-0.010645359082138262,-0.006708483543205523,-0.019142373783540667,-0.0008536231792045657,-0.011017308069306675,-0.0066297948802040985,-0.002375376849475308,-0.007133737065783796,-0.021064750632995177,-0.014133128122574723,0.0028152525114233384,-0.013777488873997212,0.0011142419247862634,-0.01792827569026556,-0.00959020378059705,-0.0070923624701317856,0.006185707678366015,-0.00512825858997501,-0.008881805093309714,-0.012269299909863474,-0.0031072987056204315,-0.013454749479336892,-0.00839591945721374,-0.005558725213325899,0.0005198899603997553,-0.015466471024745299,-0.02327171468497813,-0.004768595253150987,-0.008805917185482182,-0.0091223425958179,-0.010334698641734197
2022-02-15 00:00:00,0.016126831090885974,0.023152274685820373,0.018542340060255125,0.008658352201907249,0.053290764282768466,0.007987428719660628,0.008318577344070821,0.015158489196223535,0.09181192436560859,0.006109244734605834,0.014623775446988452,0.010326034798155526,0.00807331508665543,0.004835646732535892,0.0005103300885460627,0.011005690072215302,0.007802608038967929,0.01972415997822985,-0.00020072255121195148,-0.012534979175308103,0.02565457995648668,0.020496445486497095,0.04180914994015961,0.011582013293536919,-0.007319674765003836,-0.004439224506654016,-0.008054403948861255,0.0037903393318161616,0.012307553656902614,0.013713006038969855,0.027460433037630683,0.00977364412877657,0.010057233717174263,0.014529331203591234,0.03803297643241521,0.018074734525617142,0.009161547815783821,0.0016895621068855338,0.011741993565021591,0.003135497004820298,0.0476592211622926,0.017523040851456395,0.03898756252242719,0.001657578120145109,0.012058170791003686,0.0281799914646208,-0.008950244242092675,0.009515475820571329,0.028584924533397338,0.022773652511645315,0.002268897992095953,0.06300870560210692,0.02791171280413418,0.003936276734783251,-0.0024005609300959962,0.015281077334947657,0.015212311117640542,0.008384488517526378,0.01563896478056015,0.014369190184730929,0.06051874727487405,0.010386573468903482,0.02165491013026255,-0.0002912399176523417,0.005022888298219508,0.00812509203339129,0.010271085134430313,-0.0014715024474158955,0.02746235617453019,0.0366120866845121,0.017609661523676712,-0.001613417857548538,0.009183272415674848,-0.0038413029991717362,0.0019264181343703335,0.0447204679025317,0.02906019237557733,-0.020426266816146565,-0.002359609592007761,0.02926940130640232,0.015855049801465126,0.06832834956543477,0.012240368600008322,-0.004240164469832108,0.02084260274421257,0.03515787775667123,0.0355096814964595,0.010100282410144601,0.0067708425107673165,0.06371701420983333,0.012807198346857396,-0.0040820084709348725,0.00459161926070073,0.052344545185521785,0.003600224205579261,-0.012274869220712636,0.03302059690349912,0.026239467155834806,0.028571512334179205,0.013237197165523407
2022-02-16 00:00:00,0.0011208905356032695,-0.0013888114551745545,-0.0011672754543567976,0.010159039538768955,0.0010407532409399955,0.008268162664648582,0.007784442121505641,-0.020181025854602685,0.000603696180035751,-0.0017394632805604049,0.001809851008982566,-0.0005978134243493916,0.0038056807969979456,-0.00897345874808686,0.007588209118786882,0.004389258818023878,-0.002301755234705549,0.0036430702803678106,-0.0022092243781411947,0.004615809198517562,0.010535193613878002,-0.00036861046804326225,-0.009224017206364454,-0.003753884865419721,0.00029784502854934836,0.0020489773467535777,-0.011353137989843831,-0.00016416062305479873,0.0076678466389688005,0.0008323971036681144,-0.023020677071423967,-0.0024198729807924924,0.013084041997362572,-0.0029574481630046945,-0.011715260241941361,-0.0043350781857415255,-0.0041109108250528825,0.0007495866578941524,-0.04261214453453921,-0.006251392786283394,-0.0023119943379730223,-0.007582403223262646,0.007135866484494491,-0.0028368601743224975,-0.01643397678434133,0.006250764578499934,-0.005128808601768453,-0.004778603873626497,0.006392819795263627,0.012456995594518405,0.0018645944824435823,-0.031118784401992894,0.01800901156501933,0.017324665051571708,0.0007012085031350423,-0.008975545162596688,-0.0024797564942113937,-0.02204381051179738,-0.007314054491865618,-0.0025085837577293324,0.008009143525812723,-0.007270876737620502,-0.003458317100229147,0.009420207199340558,0.007549975932614306,-0.0007462553522412652,-0.010688589866386433,-0.005715856020249044,0.002854706123175177,0.005511399310106135,0.0011306580588135162,-0.005848959075375082,0.007089126273288171,-0.0045418182953524955,-0.008515192812319827,0.004855460947355894,0.006325454029541877,0.005910132473349261,0.003040848799968243,0.0020204646973662754,-0.0072191583599346965,0.0006249768153760993,0.0030619822512127914,-0.010868157592198058,-0.00130135302545753,0.025842870993638467,-0.0038716157418082764,0.0010782337170769374,-0.013501235904278985,-0.003957507731411569,0.006757089668555594,-0.0024291905189560703,0.005763150639315651,0.03887923396081994,0.009293863611462339,0.012244279288336157,0.0033625859314436735,0.01530116751384214,-0.00138904831631248,-0.025983538515363613
2022-02-17 00:00:00,-0.021361478798725964,-0.021269103621559315,-0.029281949364543203,-0.021808901106176726,-0.05094269900666093,-0.03774561034820989,-0.0376688843679307,-0.040777624669997126,-0.07559107280812638,-0.00665295784610187,-0.02303223887959316,-0.006100109261017117,-0.020227028120754387,-0.006141305880331127,0.011455043077153615,-0.01839862497461986,-0.03376678149795742,-0.024103487613305163,-0.015700435801785817,-0.001531464766835744,-0.021746124746750972,0.02801843522273928,-0.030491913183198216,-0.04184638945181696,-0.005137764820187907,0.00270583773831512,-0.017825064618575692,0.020032880092243133,-0.006169802314382022,-0.02744844118740508,-0.028662513890182595,-0.02506470815269879,-0.03239238195609351,0.0050935687078716985,-0.05530370459088918,-0.01368447241570847,-0.03422778780660651,0.0033708978233573106,-0.0483083401760227,0.04006597571361259,-0.03360383016841839,-0.011136944752732414,-0.01877192662423921,-0.008534414321325845,-0.007518890136481549,-0.02518921074830094,0.00590239110815749,-0.01418450939041771,-0.015995718316779817,-0.021338622990745848,0.0019937193580139567,-0.0452034971914701,-0.011110666331716312,0.0029579324810791174,-0.06053219122255993,-0.021364393053797448,-0.023643402824612414,-0.04943159361833249,-0.014057203566018028,-0.003106649778654491,-0.03185303822627017,-0.0462180989348141,-0.03705350945703212,-0.01577837420778183,-0.004115979122499502,-0.03345781031376649,-0.030523544509751477,-0.004401319010523097,-0.026703442754229756,-0.02443699366787766,-0.043704639218130836,-0.03259012391224214,-0.022378684626544798,-0.015753418594710245,-0.007618710509841753,-0.029089950639300866,-0.024249597173020443,0.010530781477281925,-0.018334059352280163,-0.013459035715212564,-0.02568107566246025,-0.024255553379576855,-0.013090084808265234,-0.03568189136372424,-0.04254601368309652,-0.029338671939524663,-0.026096451984486735,-0.01850768985921525,-0.010354074286821335,-0.01836108768982503,-0.03494899033075893,0.005326425383431976,0.015016774207788686,-0.046988261828665556,-0.009854606373589592,0.00483328002469019,-0.030856192145053307,-0.03192556458958973,-0.033379703673095285,-0.028762890727202506
2022-02-18 00:00:00,-0.0064750217926703435,-0.009355793029136472,-0.009631135037712513,-0.013261957754408193,-0.022103035296720752,-0.016116022931413454,-0.01391447554310532,-0.007462341734421285,-0.03529606073077718,0.0039866051623811405,0.00468855874113272,-0.010718599151071206,-0.005379108373148034,-0.0030753949091896216,0.0005004952231526527,-0.008548210708506976,-0.0023876027779646813,-0.010034753904627047,-0.007566644539891754,-0.01112103117914598,-0.010395580336995613,0.02582023182532045,0.0017098390358756266,-0.033099548140345214,-0.0014219965729949102,0.005757198842374578,-0.006289845541191275,0.006761099176571195,-0.006484235607876476,-0.002779544650898136,0.011948159817805282,-0.031431343678115065,-0.005357534807219677,-0.00454370833453277,-0.015947620161343545,-0.053184698247558004,-0.009260952093494423,0.004665740705269039,-0.01473379721793977,-0.006408336854117458,0.005036136418614667,0.00013081730176489614,-0.002738918691941983,-0.0013150553106515694,0.0046296773667580116,0.0010503332929288067,-0.00869010935735326,-0.004915240092403961,0.01301119167606557,0.012693752099832256,-0.0163173510443968,0.012992783205365344,0.000796848508771264,-0.0025917037553295774,-0.03019067783399798,0.0008126476506959968,-0.01332674949698498,-0.007592242629778867,-0.011012735636701465,0.0023745264842987,-0.022862140494426697,-0.012710092363426906,-0.004766490300882942,-0.001661731385033005,-0.01049182917244651,-0.008808526028393326,-0.008651925327649246,-0.004104928478251835,-0.008498254848377407,-0.02130350694236316,-0.014326675932012423,-0.00496119666323136,0.0031165287042704826,-0.001005844506098419,-0.005094849256318867,-0.05860229987667309,-0.011616403650206775,-0.01678379595366719,0.0019117552614096311,-0.004240907137230909,-0.030037016676553008,-0.031260133397845724,-0.007391936889687534,-0.006862287047634141,-0.017216067581749872,-0.0028735453049066884,0.028506160393034774,-4.997837840148289e-05,-0.009064071454618294,-0.018290972653978166,-0.0006458229880988986,-0.0009083190007136421,0.00720272988750148,-0.0004362148598661131,-0.003915792117679673,-0.005941959732987501,-0.013673586158590934,-0.004506357006542672,-0.003676959100935129,0.015037664703945852
2022-02-22 00:00:00,-0.010731742685563983,-0.017812212609287892,-0.0007291873556973805,-0.015753494788264932,-0.04136624223452856,-0.004520546294206285,-0.008162971248554696,-0.01979046254646799,-0.010658980172860821,-0.002032986517395474,-0.0017747935623639854,-0.013589786015950733,-0.011329380558903424,-0.08850553465511934,-0.012320135427442813,-0.006152047956961781,-0.008703361275800514,-0.004487349222385695,-0.020605652954635012,-0.01163381275762565,-0.02160416817322819,-0.01590633334701519,-0.004362228854876915,-0.009399863713526413,-0.007645029350831778,0.0038160019919435406,-0.013497439556064084,-0.004157321859140528,0.01062288732821437,0.006432059269237289,-0.03554908982684246,0.006164979845453944,-0.00021793180076512542,-0.020461339229027042,-0.008687215438384799,-0.007771049259781004,-0.006291557769239842,0.0013006660371057688,-0.004631001928289913,-0.011160602800721287,-0.010439217621979857,-0.005499649839197374,-0.004910258439253856,0.008379842744417276,-0.005027173301409782,-0.03329847552742693,-0.0028098741409592343,-0.03637352910589664,-0.030608229987965863,-0.000299848716199147,-0.004989686849552699,0.015988752223033753,-0.019586738156921135,-0.02705846637977738,0.0042601871650842504,-0.0018627452275800094,0.002360871414315069,-0.00702149326414947,0.031218831410194214,-0.0014805785334617294,-0.02141078133989538,-0.006034515921889416,-0.012147864060313207,-0.0020562834378557993,0.0018207742306894925,-0.003897782630018498,-0.005114871453029357,0.002898891212328669,-0.013941632090646805,-0.04922735179746829,-0.003855135813391586,-0.0034580266272191684,-0.0024640386534534597,-0.0003065087820366408,-0.0012627948708425762,0.015751293179491865,0.011468057677548993,-0.0200824405288611,-0.03933655535752678,-0.012520613435876515,-0.041506342908109395,-0.0025329173532974147,0.004172415819253095,-0.005893454064058057,-0.010539352257403878,-0.03752850077191783,-0.041574152005196985,-0.002743791442972543,-0.006376739026751066,-0.018017911058124336,0.009494584271572792,0.0071213718592926245,-0.008890644369088818,0.003242756606915309,-0.0011466948275771216,-0.0006725619608111133,0.008342005286125387,-0.037654141929314267,-0.0022464733998137643,-0.013605633709116716
2022-02-23 00:00:00,-0.0177386323808848,-0.02586412451610054,-0.025893399736007572,-0.03575624663287669,-0.06997917599526948,-0.017143898917867162,-0.014045302871686483,-0.017963206897866568,-0.04288158984483559,-0.01327353380164642,-0.020938699455086085,0.0004964599618968446,-0.006248496636739764,-0.02441732955995901,-0.012473916133675433,-0.02426357292521386,-0.01712020311185991,-0.019169550428420612,-0.01388614609835559,0.004054342836758318,-0.014990854583221469,-0.03303721922426306,-0.021248060212953668,-0.02041510450286732,0.023791605084480638,-0.009860299421020846,-0.002471915184464768,-0.01107895639701939,0.008243998068467429,-0.03855972317772405,-0.026286536910758773,-0.002212555253200521,-0.024758040521814073,-0.01377996632495393,-0.0235228385272489,-0.0008949185050922681,-0.024059217423550106,-0.009091064259000525,-0.023747184178778524,-0.010259666935894196,-0.025739956824294197,-0.0014481443458953525,-0.0034291436293202304,-0.019430335258007747,-0.010105448552229168,-0.009841494465572476,-0.01423838676379785,0.0023301069250796225,-0.008515122651944762,-0.0062991939172827305,-0.01978875846485928,-0.05092952280100438,-0.0058878761272724844,0.0,-0.03362654445769897,-0.021486387897328374,-0.019719580940921078,-0.012664893313329761,-0.006652498626180892,0.007116394177792973,-0.01842479576508227,-0.022261211068319353,-0.02388560458868727,0.003139795367635978,-0.013897748060077042,-0.010486742408369554,-0.00894642619794439,-0.0018517421838101233,-0.01742484203260053,-0.011673579853546667,-0.023743484041500507,-0.014928940335108831,-0.037160270448323374,-0.0040284510909393,-0.011308658239499558,-0.015931996489485623,-0.026408450704225372,0.004554245418415093,-0.032849623581154286,-0.018135567243613537,-0.04596098503528323,-0.035994344844799464,-0.018093454105978624,-0.016149881317167103,-0.04626013101451154,-0.019215911692024967,-0.019664699347265002,-0.018058929044768912,-0.01599173922482644,-0.03096203807286768,-0.02004152554134664,-0.0028585612737869193,0.013065545745484686,-0.027287469120993668,0.006067583879959981,0.006991105795480346,0.013628487290404667,-0.008338855996734673,-0.02541013050065588,-0.04214539914000681
2022-02-24 00:00:00,0.015049057848304459,0.016680022393712246,0.05109373794926397,0.04509522427819257,0.04807345500262783,0.039995900309593546,0.03988316325337693,0.04610737866456027,0.06079417871556703,-0.005516279586270656,-0.027843322784951607,-0.01910432349229374,-0.008115383720126212,0.015529192569764927,-0.02692993124040788,0.0062514977695993235,-0.02635111437014992,0.022561806285431363,-0.01941530461958707,-0.012635120397283095,0.024199676744346865,0.005326968016251765,0.026203582989849927,0.08003258619216957,-0.005164213013771235,-0.01739780088795606,0.021926065133389683,-0.017535376174738215,-0.010152519112754499,0.019499127344066114,0.061421672696517104,0.012537279787746547,0.009611965271396183,0.020837427497786054,0.0721633278287761,0.04636057438671726,-0.022984379980399705,-0.015352912729272417,0.042692567218510113,-0.003850628382145338,0.03935178216331403,-0.030722512518992606,0.020015979886830237,-0.011138314093014579,-0.01190965022326862,0.0024849422092523277,0.03494783448852168,-0.0078107460719771815,-0.02006249671494531,0.023846815908268537,0.0431414426708836,0.06240887701167419,-0.011151105866197275,-0.053411875824184385,0.06451819771132161,0.013253156537572641,0.024497093368450296,-0.01859979732904904,0.0029118778542289725,-0.012218364823684325,0.043485013926346294,0.032289019001799035,-0.003391842602419315,-0.014377944178443958,0.027471929868454703,-0.04033540026679572,-0.002931018120105988,-0.007828059899362971,-0.0009558485437218822,0.01023314594019653,-0.010606879909930589,-0.000819249178301451,0.015170251127626377,0.018905212725558673,0.01825821663760374,-0.0011873454519643056,0.04296565961234178,-0.005666997873915558,0.008688975302771462,-0.0031754523617764097,0.0155252479280652,0.017409265505463845,0.022256649708728427,-0.0047099955556692,0.09386315771718978,-0.07078627783888858,0.011799263448201813,0.020021256995028214,0.020795562657433653,0.037777355213144626,-0.01708445649677104,-0.024592426265586886,-0.04581334392306036,0.026070796117916295,-0.012061845624447676,0.017510978016175294,0.016086993576311492,-0.0006467480514261714,-0.022937281475979066,0.03504000677970187
2022-02-25 00:00:00,0.02206403350024111,0.012965557556196883,0.009233123147645905,0.01605793012842116,0.011364031324829549,0.01332802516824616,0.013913919555049059,0.013872781981458138,0.017222563840182614,0.03555206792032117,0.023659523763325474,0.049702875202110475,0.04356303947810125,0.010886246799959087,0.042699021386683134,0.009065740914448561,0.03256892870786121,-0.0007850490925394027,0.03829412501538698,0.026912666125091134,0.0008701468716110217,0.02393571614148393,0.013810430353130343,0.0037083377032953724,0.04100856800524477,0.028023682706055153,0.01788372056055021,0.03867126578480673,0.029393509915007332,0.02303857872893622,0.0019741789505467455,0.031081504403033478,0.020052416032858567,0.02355725218139848,0.018601023920126414,0.021190050039486596,0.026560452537833124,0.029093034435945686,0.05637027221073221,0.013751583972595016,0.01756153856121756,0.03822602809645215,0.031964789004581995,0.018038588441437797,0.029272382205152603,0.01188312309521522,0.028317920136208263,0.027037343508289347,0.04290957303102494,0.007252982863023449,0.022799808787308695,0.038161366306065814,0.022830237212822624,0.023834927310051768,-0.020014952294364452,0.013321078180164703,0.03411215387381672,0.02984423657767188,0.024291010875759245,0.02533522733291238,0.01723888514960814,0.020585576854196708,0.04229977414478814,0.03503024177375624,0.04106108847910983,0.02159239372034394,0.02918963899095295,0.035390013923821684,0.026073095250745082,0.015370675625338892,0.012832116499905899,0.0181192236211849,0.017250629535383588,0.008241735014730356,0.03572155495518059,0.04138733698343633,0.017789044996018966,0.0403511836520567,0.04004170354063685,0.028457685073374428,0.012311621206126722,0.014296992906147388,-0.0020696749368024348,0.047390506483262484,0.010941664131289386,-0.005899799155773433,0.0396502775814227,0.020677251592051693,0.019691081277305456,0.018334338178259246,0.03609220448130768,0.03263699962636246,0.038531312109171045,0.014581575735329588,0.008414525190910016,0.03482350710903548,0.03139339519768747,0.023300922360730114,0.06350271677887709,0.032307698755459135
